disease,n,p,k,temperature,humidity,ph,severity_level
Dieback,213,163,213,21.3,42,4.9,3
Dieback,214,164,214,21.4,43,4.8,3
Dieback,215,165,215,21.5,44,4.7,3
Dieback,216,166,216,21.6,45,4.6,3
Dieback,217,167,217,21.7,46,4.5,3
Dieback,218,168,218,21.8,47,5,3
Dieback,219,169,219,21.9,48,4.9,3
Dieback,220,170,220,22,49,4.8,3
Dieback,221,171,221,22.1,50,4.7,3
Dieback,222,172,222,22.2,40,4.6,3
Dieback,223,173,223,22.3,41,4.5,3
Dieback,224,174,224,22.4,42,5,3
Dieback,225,175,225,22.5,43,4.9,3
Dieback,226,176,226,22.6,44,4.8,3
Dieback,227,177,227,22.7,45,4.7,3
Dieback,228,178,228,22.8,46,4.6,3
Dieback,229,179,229,22.9,47,4.5,3
Dieback,230,180,230,23,48,5,3
Dieback,231,181,231,23.1,49,4.9,3
Dieback,232,182,232,23.2,50,4.8,3
Dieback,233,183,233,23.3,40,4.7,3
Dieback,234,184,234,23.4,41,4.6,3
Dieback,235,185,235,23.5,42,4.5,3
Dieback,236,186,236,23.6,43,5,3
Dieback,237,187,237,23.7,44,4.9,3
Dieback,238,188,238,23.8,45,4.8,3
Dieback,239,189,239,23.9,46,4.7,3
Dieback,240,190,240,24,47,4.6,3
Dieback,241,191,241,24.1,48,4.5,3
Dieback,242,192,242,24.2,49,5,3
Dieback,243,193,243,24.3,50,4.9,3
Dieback,244,194,244,24.4,40,4.8,3
Dieback,245,195,245,24.5,41,4.7,3
Dieback,246,196,246,24.6,42,4.6,3
Dieback,247,197,247,24.7,43,4.5,3
Dieback,248,198,248,24.8,44,5,3
Dieback,249,199,249,24.9,45,4.9,3
Dieback,250,200,250,25,46,4.8,3
Dieback,200,150,200,25.1,47,4.7,3
Dieback,201,151,201,25.2,48,4.6,3
Dieback,202,152,202,25.3,49,4.5,3
Dieback,203,153,203,25.4,50,5,3
Dieback,204,154,204,25.5,40,4.9,3
Dieback,205,155,205,25.6,41,4.8,3
Dieback,206,156,206,25.7,42,4.7,3
Dieback,207,157,207,25.8,43,4.6,3
Dieback,208,158,208,25.9,44,4.5,3
Dieback,209,159,209,26,45,5,3
Dieback,210,160,210,26.1,46,4.9,3
Dieback,211,161,211,26.2,47,4.8,3
Dieback,212,162,212,26.3,48,4.7,3
Dieback,213,163,213,26.4,49,4.6,3
Dieback,214,164,214,26.5,50,4.5,3
Dieback,215,165,215,26.6,40,5,3
Root Rot,200,150,200,15,40,5,3
Root Rot,201,151,201,15.1,41,4.9,3
Root Rot,202,152,202,15.2,42,4.8,3
Root Rot,203,153,203,15.3,43,4.7,3
Root Rot,204,154,204,15.4,44,4.6,3
Root Rot,205,155,205,15.5,45,4.5,3
Root Rot,206,156,206,15.6,46,5,3
Root Rot,207,157,207,15.7,47,4.9,3
Root Rot,208,158,208,15.8,48,4.8,3
Root Rot,209,159,209,15.9,49,4.7,3
Root Rot,210,160,210,16,50,4.6,3
Root Rot,211,161,211,16.1,40,4.5,3
Root Rot,212,162,212,16.2,41,5,3
Root Rot,213,163,213,16.3,42,4.9,3
Root Rot,214,164,214,16.4,43,4.8,3
Root Rot,215,165,215,16.5,44,4.7,3
Root Rot,216,166,216,16.6,45,4.6,3
Root Rot,217,167,217,16.7,46,4.5,3
Root Rot,218,168,218,16.8,47,5,3
Root Rot,219,169,219,16.9,48,4.9,3
Root Rot,220,170,220,17,49,4.8,3
Root Rot,221,171,221,17.1,50,4.7,3
Root Rot,222,172,222,17.2,40,4.6,3
Root Rot,223,173,223,17.3,41,4.5,3
Root Rot,224,174,224,17.4,42,5,3
Root Rot,225,175,225,17.5,43,4.9,3
Root Rot,226,176,226,17.6,44,4.8,3
Root Rot,227,177,227,17.7,45,4.7,3
Root Rot,228,178,228,17.8,46,4.6,3
Root Rot,229,179,229,17.9,47,4.5,3
Root Rot,230,180,230,18,48,5,3
Root Rot,231,181,231,18.1,49,4.9,3
Root Rot,232,182,232,18.2,50,4.8,3
Root Rot,233,183,233,18.3,40,4.7,3
Root Rot,234,184,234,18.4,41,4.6,3
Root Rot,235,185,235,18.5,42,4.5,3
Root Rot,236,186,236,18.6,43,5,3
Root Rot,237,187,237,18.7,44,4.9,3
Root Rot,238,188,238,18.8,45,4.8,3
Root Rot,239,189,239,18.9,46,4.7,3
Root Rot,240,190,240,19,47,4.6,3
Root Rot,241,191,241,19.1,48,4.5,3
Root Rot,242,192,242,19.2,49,5,3
Root Rot,243,193,243,19.3,50,4.9,3
Root Rot,244,194,244,19.4,40,4.8,3
Root Rot,245,195,245,19.5,41,4.7,3
Root Rot,246,196,246,19.6,42,4.6,3
Root Rot,247,197,247,19.7,43,4.5,3
Root Rot,248,198,248,19.8,44,5,3
Root Rot,249,199,249,19.9,45,4.9,3
Root Rot,250,200,250,20,46,4.8,3
Root Rot,200,150,200,20.1,47,4.7,3
Root Rot,201,151,201,20.2,48,4.6,3
Root Rot,202,152,202,20.3,49,4.5,3
Root Rot,203,153,203,20.4,50,5,3
Root Rot,204,154,204,20.5,40,4.9,3
Root Rot,205,155,205,20.6,41,4.8,3
Root Rot,206,156,206,20.7,42,4.7,3
Root Rot,207,157,207,20.8,43,4.6,3
Root Rot,208,158,208,20.9,44,4.5,3
Root Rot,209,159,209,21,45,5,3
Root Rot,210,160,210,21.1,46,4.9,3
Root Rot,211,161,211,21.2,47,4.8,3
Root Rot,212,162,212,21.3,48,4.7,3
Root Rot,213,163,213,21.4,49,4.6,3
Root Rot,214,164,214,21.5,50,4.5,3
Root Rot,215,165,215,21.6,40,5,3
Root Rot,216,166,216,21.7,41,4.9,3
Root Rot,217,167,217,21.8,42,4.8,3
Root Rot,218,168,218,21.9,43,4.7,3
Root Rot,219,169,219,22,44,4.6,3
Root Rot,220,170,220,22.1,45,4.5,3
Root Rot,221,171,221,22.2,46,5,3
Root Rot,222,172,222,22.3,47,4.9,3
Root Rot,223,173,223,22.4,48,4.8,3
Root Rot,224,174,224,22.5,49,4.7,3
Root Rot,225,175,225,22.6,50,4.6,3
Root Rot,226,176,226,22.7,40,4.5,3
Root Rot,227,177,227,22.8,41,5,3
Root Rot,228,178,228,22.9,42,4.9,3
Root Rot,229,179,229,23,43,4.8,3
Root Rot,230,180,230,23.1,44,4.7,3
Root Rot,231,181,231,23.2,45,4.6,3
Root Rot,232,182,232,23.3,46,4.5,3
Root Rot,233,183,233,23.4,47,5,3
Root Rot,234,184,234,23.5,48,4.9,3
Root Rot,235,185,235,23.6,49,4.8,3
Root Rot,236,186,236,23.7,50,4.7,3
Root Rot,237,187,237,23.8,40,4.6,3
Root Rot,238,188,238,23.9,41,4.5,3
Root Rot,239,189,239,24,42,5,3
Root Rot,240,190,240,24.1,43,4.9,3
Root Rot,241,191,241,24.2,44,4.8,3
Root Rot,242,192,242,24.3,45,4.7,3
Root Rot,243,193,243,24.4,46,4.6,3
Root Rot,244,194,244,24.5,47,4.5,3
Root Rot,245,195,245,24.6,48,5,3
Root Rot,246,196,246,24.7,49,4.9,3
Root Rot,247,197,247,24.8,50,4.8,3
Root Rot,248,198,248,24.9,40,4.7,3
Root Rot,249,199,249,25,41,4.6,3
Root Rot,200,150,200,30,40,5,3
Root Rot,201,151,201,30.1,41,4.9,3
Root Rot,202,152,202,30.2,42,4.8,3
Root Rot,203,153,203,30.3,43,4.7,3
Root Rot,204,154,204,30.4,44,4.6,3
Root Rot,205,155,205,30.5,45,4.5,3
Root Rot,206,156,206,30.6,46,5,3
Root Rot,207,157,207,30.7,47,4.9,3
Root Rot,208,158,208,30.8,48,4.8,3
Root Rot,209,159,209,30.9,49,4.7,3
Root Rot,210,160,210,31,50,4.6,3
Root Rot,211,161,211,31.1,40,4.5,3
Root Rot,212,162,212,31.2,41,5,3
Root Rot,213,163,213,31.3,42,4.9,3
Root Rot,214,164,214,31.4,43,4.8,3
Root Rot,215,165,215,31.5,44,4.7,3
Root Rot,216,166,216,31.6,45,4.6,3
Root Rot,217,167,217,31.7,46,4.5,3
Root Rot,218,168,218,31.8,47,5,3
Root Rot,219,169,219,31.9,48,4.9,3
Root Rot,220,170,220,32,49,4.8,3
Root Rot,221,171,221,32.1,50,4.7,3
Root Rot,222,172,222,32.2,40,4.6,3
Root Rot,223,173,223,32.3,41,4.5,3
Root Rot,224,174,224,32.4,42,5,3
Root Rot,225,175,225,32.5,43,4.9,3
Root Rot,226,176,226,32.6,44,4.8,3
Root Rot,227,177,227,32.7,45,4.7,3
Root Rot,228,178,228,32.8,46,4.6,3
Root Rot,229,179,229,32.9,47,4.5,3
Root Rot,230,180,230,33,48,5,3
Root Rot,231,181,231,33.1,49,4.9,3
Root Rot,232,182,232,33.2,50,4.8,3
Root Rot,233,183,233,33.3,40,4.7,3
Root Rot,234,184,234,33.4,41,4.6,3
Root Rot,235,185,235,33.5,42,4.5,3
Root Rot,236,186,236,33.6,43,5,3
Root Rot,237,187,237,33.7,44,4.9,3
Root Rot,238,188,238,33.8,45,4.8,3
Root Rot,239,189,239,33.9,46,4.7,3
Root Rot,240,190,240,34,47,4.6,3
Root Rot,241,191,241,34.1,48,4.5,3
Root Rot,242,192,242,34.2,49,5,3
Root Rot,243,193,243,34.3,50,4.9,3
Root Rot,244,194,244,34.4,40,4.8,3
Root Rot,245,195,245,34.5,41,4.7,3
Root Rot,246,196,246,34.6,42,4.6,3
Root Rot,247,197,247,34.7,43,4.5,3
Root Rot,248,198,248,34.8,44,5,3
Root Rot,249,199,249,34.9,45,4.9,3
Root Rot,250,200,250,35,46,4.8,3
Root Rot,200,150,200,35.1,47,4.7,3
Root Rot,201,151,201,35.2,48,4.6,3
Root Rot,202,152,202,35.3,49,4.5,3
Root Rot,203,153,203,35.4,50,5,3
Root Rot,204,154,204,35.5,40,4.9,3
Root Rot,205,155,205,35.6,41,4.8,3
Root Rot,206,156,206,35.7,42,4.7,3
Root Rot,207,157,207,35.8,43,4.6,3
Root Rot,208,158,208,35.9,44,4.5,3
Root Rot,209,159,209,36,45,5,3
Root Rot,210,160,210,36.1,46,4.9,3
Root Rot,211,161,211,36.2,47,4.8,3
Root Rot,212,162,212,36.3,48,4.7,3
Root Rot,213,163,213,36.4,49,4.6,3
Root Rot,214,164,214,36.5,50,4.5,3
Root Rot,215,165,215,36.6,40,5,3
Root Rot,216,166,216,36.7,41,4.9,3
Root Rot,217,167,217,36.8,42,4.8,3
Root Rot,218,168,218,36.9,43,4.7,3
Root Rot,219,169,219,37,44,4.6,3
Root Rot,220,170,220,37.1,45,4.5,3
Root Rot,221,171,221,37.2,46,5,3
Root Rot,222,172,222,37.3,47,4.9,3
Root Rot,223,173,223,37.4,48,4.8,3
Root Rot,224,174,224,37.5,49,4.7,3
Root Rot,225,175,225,37.6,50,4.6,3
Root Rot,226,176,226,37.7,40,4.5,3
Root Rot,227,177,227,37.8,41,5,3
Root Rot,228,178,228,37.9,42,4.9,3
Root Rot,229,179,229,38,43,4.8,3
Root Rot,230,180,230,38.1,44,4.7,3
Root Rot,231,181,231,38.2,45,4.6,3
Root Rot,232,182,232,38.3,46,4.5,3
Root Rot,233,183,233,38.4,47,5,3
Root Rot,234,184,234,38.5,48,4.9,3
Root Rot,235,185,235,38.6,49,4.8,3
Root Rot,236,186,236,38.7,50,4.7,3
Root Rot,237,187,237,38.8,40,4.6,3
Root Rot,238,188,238,38.9,41,4.5,3
Root Rot,239,189,239,39,42,5,3
Root Rot,240,190,240,39.1,43,4.9,3
Root Rot,241,191,241,39.2,44,4.8,3
Root Rot,242,192,242,39.3,45,4.7,3
Root Rot,243,193,243,39.4,46,4.6,3
Root Rot,244,194,244,39.5,47,4.5,3
Root Rot,245,195,245,39.6,48,5,3
Root Rot,246,196,246,39.7,49,4.9,3
Root Rot,247,197,247,39.8,50,4.8,3
Root Rot,248,198,248,39.9,40,4.7,3
Root Rot,249,199,249,40,41,4.6,3
Nutrient Deficiency,200,150,200,20,40,5,3
Nutrient Deficiency,201,151,201,20.1,41,4.9,3
Nutrient Deficiency,202,152,202,20.2,42,4.8,3
Nutrient Deficiency,203,153,203,20.3,43,4.7,3
Nutrient Deficiency,204,154,204,20.4,44,4.6,3
Nutrient Deficiency,205,155,205,20.5,45,4.5,3
Nutrient Deficiency,206,156,206,20.6,46,5,3
Nutrient Deficiency,207,157,207,20.7,47,4.9,3
Nutrient Deficiency,208,158,208,20.8,48,4.8,3
Nutrient Deficiency,209,159,209,20.9,49,4.7,3
Nutrient Deficiency,210,160,210,21,50,4.6,3
Nutrient Deficiency,211,161,211,21.1,40,4.5,3
Nutrient Deficiency,212,162,212,21.2,41,5,3
Nutrient Deficiency,213,163,213,21.3,42,4.9,3
Nutrient Deficiency,214,164,214,21.4,43,4.8,3
Nutrient Deficiency,215,165,215,21.5,44,4.7,3
Nutrient Deficiency,216,166,216,21.6,45,4.6,3
Nutrient Deficiency,217,167,217,21.7,46,4.5,3
Nutrient Deficiency,218,168,218,21.8,47,5,3
Nutrient Deficiency,219,169,219,21.9,48,4.9,3
Nutrient Deficiency,220,170,220,22,49,4.8,3
Nutrient Deficiency,221,171,221,22.1,50,4.7,3
Nutrient Deficiency,222,172,222,22.2,40,4.6,3
Nutrient Deficiency,223,173,223,22.3,41,4.5,3
Nutrient Deficiency,224,174,224,22.4,42,5,3
Nutrient Deficiency,225,175,225,22.5,43,4.9,3
Nutrient Deficiency,226,176,226,22.6,44,4.8,3
Nutrient Deficiency,227,177,227,22.7,45,4.7,3
Nutrient Deficiency,228,178,228,22.8,46,4.6,3
Nutrient Deficiency,229,179,229,22.9,47,4.5,3
Nutrient Deficiency,230,180,230,23,48,5,3
Nutrient Deficiency,231,181,231,23.1,49,4.9,3
Nutrient Deficiency,232,182,232,23.2,50,4.8,3
Nutrient Deficiency,233,183,233,23.3,40,4.7,3
Nutrient Deficiency,234,184,234,23.4,41,4.6,3
Nutrient Deficiency,235,185,235,23.5,42,4.5,3
Nutrient Deficiency,236,186,236,23.6,43,5,3
Nutrient Deficiency,237,187,237,23.7,44,4.9,3
Nutrient Deficiency,238,188,238,23.8,45,4.8,3
Nutrient Deficiency,239,189,239,23.9,46,4.7,3
Nutrient Deficiency,240,190,240,24,47,4.6,3
Nutrient Deficiency,241,191,241,24.1,48,4.5,3
Nutrient Deficiency,242,192,242,24.2,49,5,3
Nutrient Deficiency,243,193,243,24.3,50,4.9,3
Nutrient Deficiency,244,194,244,24.4,40,4.8,3
Nutrient Deficiency,245,195,245,24.5,41,4.7,3
Nutrient Deficiency,246,196,246,24.6,42,4.6,3
Nutrient Deficiency,247,197,247,24.7,43,4.5,3
Nutrient Deficiency,248,198,248,24.8,44,5,3
Nutrient Deficiency,249,199,249,24.9,45,4.9,3
Nutrient Deficiency,250,200,250,25,46,4.8,3
Nutrient Deficiency,200,150,200,25.1,47,4.7,3
Nutrient Deficiency,201,151,201,25.2,48,4.6,3
Nutrient Deficiency,202,152,202,25.3,49,4.5,3
Nutrient Deficiency,203,153,203,25.4,50,5,3
Nutrient Deficiency,204,154,204,25.5,40,4.9,3
Nutrient Deficiency,205,155,205,25.6,41,4.8,3
Nutrient Deficiency,206,156,206,25.7,42,4.7,3
Nutrient Deficiency,207,157,207,25.8,43,4.6,3
Nutrient Deficiency,208,158,208,25.9,44,4.5,3
Nutrient Deficiency,209,159,209,26,45,5,3
Nutrient Deficiency,210,160,210,26.1,46,4.9,3
Nutrient Deficiency,211,161,211,26.2,47,4.8,3
Nutrient Deficiency,212,162,212,26.3,48,4.7,3
Nutrient Deficiency,213,163,213,26.4,49,4.6,3
Nutrient Deficiency,214,164,214,26.5,50,4.5,3
Nutrient Deficiency,215,165,215,26.6,40,5,3
Nutrient Deficiency,216,166,216,26.7,41,4.9,3
Nutrient Deficiency,217,167,217,26.8,42,4.8,3
Nutrient Deficiency,218,168,218,26.9,43,4.7,3
Nutrient Deficiency,219,169,219,27,44,4.6,3
Nutrient Deficiency,220,170,220,27.1,45,4.5,3
Nutrient Deficiency,221,171,221,27.2,46,5,3
Nutrient Deficiency,222,172,222,27.3,47,4.9,3
Nutrient Deficiency,223,173,223,27.4,48,4.8,3
Nutrient Deficiency,224,174,224,27.5,49,4.7,3
Nutrient Deficiency,225,175,225,27.6,50,4.6,3
Nutrient Deficiency,226,176,226,27.7,40,4.5,3
Nutrient Deficiency,227,177,227,27.8,41,5,3
Nutrient Deficiency,228,178,228,27.9,42,4.9,3
Nutrient Deficiency,229,179,229,28,43,4.8,3
Nutrient Deficiency,230,180,230,28.1,44,4.7,3
Nutrient Deficiency,231,181,231,28.2,45,4.6,3
Nutrient Deficiency,232,182,232,28.3,46,4.5,3
Nutrient Deficiency,233,183,233,28.4,47,5,3
Nutrient Deficiency,234,184,234,28.5,48,4.9,3
Nutrient Deficiency,235,185,235,28.6,49,4.8,3
Nutrient Deficiency,236,186,236,28.7,50,4.7,3
Nutrient Deficiency,237,187,237,28.8,40,4.6,3
Nutrient Deficiency,238,188,238,28.9,41,4.5,3
Nutrient Deficiency,239,189,239,29,42,5,3
Nutrient Deficiency,240,190,240,29.1,43,4.9,3
Nutrient Deficiency,241,191,241,29.2,44,4.8,3
Nutrient Deficiency,242,192,242,29.3,45,4.7,3
Nutrient Deficiency,243,193,243,29.4,46,4.6,3
Nutrient Deficiency,244,194,244,29.5,47,4.5,3
Nutrient Deficiency,245,195,245,29.6,48,5,3
Nutrient Deficiency,246,196,246,29.7,49,4.9,3
Nutrient Deficiency,247,197,247,29.8,50,4.8,3
Nutrient Deficiency,248,198,248,29.9,40,4.7,3
Nutrient Deficiency,249,199,249,30,41,4.6,3
Nutrient Deficiency,200,150,200,15,40,5,3
Nutrient Deficiency,201,151,201,15.1,41,4.9,3
Nutrient Deficiency,202,152,202,15.2,42,4.8,3
Nutrient Deficiency,203,153,203,15.3,43,4.7,3
Nutrient Deficiency,204,154,204,15.4,44,4.6,3
Nutrient Deficiency,205,155,205,15.5,45,4.5,3
Nutrient Deficiency,206,156,206,15.6,46,5,3
Nutrient Deficiency,207,157,207,15.7,47,4.9,3
Nutrient Deficiency,208,158,208,15.8,48,4.8,3
Nutrient Deficiency,209,159,209,15.9,49,4.7,3
Nutrient Deficiency,210,160,210,16,50,4.6,3
Nutrient Deficiency,211,161,211,16.1,40,4.5,3
Nutrient Deficiency,212,162,212,16.2,41,5,3
Nutrient Deficiency,213,163,213,16.3,42,4.9,3
Nutrient Deficiency,214,164,214,16.4,43,4.8,3
Nutrient Deficiency,215,165,215,16.5,44,4.7,3
Nutrient Deficiency,216,166,216,16.6,45,4.6,3
Nutrient Deficiency,217,167,217,16.7,46,4.5,3
Nutrient Deficiency,218,168,218,16.8,47,5,3
Nutrient Deficiency,219,169,219,16.9,48,4.9,3
Nutrient Deficiency,220,170,220,17,49,4.8,3
Nutrient Deficiency,221,171,221,17.1,50,4.7,3
Nutrient Deficiency,222,172,222,17.2,40,4.6,3
Nutrient Deficiency,223,173,223,17.3,41,4.5,3
Nutrient Deficiency,224,174,224,17.4,42,5,3
Nutrient Deficiency,225,175,225,17.5,43,4.9,3
Nutrient Deficiency,226,176,226,17.6,44,4.8,3
Nutrient Deficiency,227,177,227,17.7,45,4.7,3
Nutrient Deficiency,228,178,228,17.8,46,4.6,3
Nutrient Deficiency,229,179,229,17.9,47,4.5,3
Nutrient Deficiency,230,180,230,18,48,5,3
Nutrient Deficiency,231,181,231,18.1,49,4.9,3
Nutrient Deficiency,232,182,232,18.2,50,4.8,3
Nutrient Deficiency,233,183,233,18.3,40,4.7,3
Nutrient Deficiency,234,184,234,18.4,41,4.6,3
Nutrient Deficiency,235,185,235,18.5,42,4.5,3
Nutrient Deficiency,236,186,236,18.6,43,5,3
Nutrient Deficiency,237,187,237,18.7,44,4.9,3
Nutrient Deficiency,238,188,238,18.8,45,4.8,3
Nutrient Deficiency,239,189,239,18.9,46,4.7,3
Nutrient Deficiency,240,190,240,19,47,4.6,3
Nutrient Deficiency,241,191,241,19.1,48,4.5,3
Nutrient Deficiency,242,192,242,19.2,49,5,3
Nutrient Deficiency,243,193,243,19.3,50,4.9,3
Nutrient Deficiency,244,194,244,19.4,40,4.8,3
Nutrient Deficiency,245,195,245,19.5,41,4.7,3
Nutrient Deficiency,246,196,246,19.6,42,4.6,3
Nutrient Deficiency,247,197,247,19.7,43,4.5,3
Nutrient Deficiency,248,198,248,19.8,44,5,3
Nutrient Deficiency,249,199,249,19.9,45,4.9,3
Nutrient Deficiency,250,200,250,20,46,4.8,3
Nutrient Deficiency,200,150,200,20.1,47,4.7,3
Nutrient Deficiency,201,151,201,20.2,48,4.6,3
Nutrient Deficiency,202,152,202,20.3,49,4.5,3
Nutrient Deficiency,203,153,203,20.4,50,5,3
Nutrient Deficiency,204,154,204,20.5,40,4.9,3
Nutrient Deficiency,205,155,205,20.6,41,4.8,3
Nutrient Deficiency,206,156,206,20.7,42,4.7,3
Nutrient Deficiency,207,157,207,20.8,43,4.6,3
Nutrient Deficiency,208,158,208,20.9,44,4.5,3
Nutrient Deficiency,209,159,209,21,45,5,3
Nutrient Deficiency,210,160,210,21.1,46,4.9,3
Nutrient Deficiency,211,161,211,21.2,47,4.8,3
Nutrient Deficiency,212,162,212,21.3,48,4.7,3
Nutrient Deficiency,213,163,213,21.4,49,4.6,3
Nutrient Deficiency,214,164,214,21.5,50,4.5,3
Nutrient Deficiency,215,165,215,21.6,40,5,3
Nutrient Deficiency,216,166,216,21.7,41,4.9,3
Nutrient Deficiency,217,167,217,21.8,42,4.8,3
Nutrient Deficiency,218,168,218,21.9,43,4.7,3
Nutrient Deficiency,219,169,219,22,44,4.6,3
Nutrient Deficiency,220,170,220,22.1,45,4.5,3
Nutrient Deficiency,221,171,221,22.2,46,5,3
Nutrient Deficiency,222,172,222,22.3,47,4.9,3
Nutrient Deficiency,223,173,223,22.4,48,4.8,3
Nutrient Deficiency,224,174,224,22.5,49,4.7,3
Nutrient Deficiency,225,175,225,22.6,50,4.6,3
Nutrient Deficiency,226,176,226,22.7,40,4.5,3
Nutrient Deficiency,227,177,227,22.8,41,5,3
Nutrient Deficiency,228,178,228,22.9,42,4.9,3
Nutrient Deficiency,229,179,229,23,43,4.8,3
Nutrient Deficiency,230,180,230,23.1,44,4.7,3
Nutrient Deficiency,231,181,231,23.2,45,4.6,3
Nutrient Deficiency,232,182,232,23.3,46,4.5,3
Nutrient Deficiency,233,183,233,23.4,47,5,3
Nutrient Deficiency,234,184,234,23.5,48,4.9,3
Nutrient Deficiency,235,185,235,23.6,49,4.8,3
Nutrient Deficiency,236,186,236,23.7,50,4.7,3
Nutrient Deficiency,237,187,237,23.8,40,4.6,3
Nutrient Deficiency,238,188,238,23.9,41,4.5,3
Nutrient Deficiency,239,189,239,24,42,5,3
Nutrient Deficiency,240,190,240,24.1,43,4.9,3
Nutrient Deficiency,241,191,241,24.2,44,4.8,3
Nutrient Deficiency,242,192,242,24.3,45,4.7,3
Nutrient Deficiency,243,193,243,24.4,46,4.6,3
Nutrient Deficiency,244,194,244,24.5,47,4.5,3
Nutrient Deficiency,245,195,245,24.6,48,5,3
Nutrient Deficiency,246,196,246,24.7,49,4.9,3
Nutrient Deficiency,247,197,247,24.8,50,4.8,3
Nutrient Deficiency,248,198,248,24.9,40,4.7,3
Nutrient Deficiency,249,199,249,25,41,4.6,3
Salinity Stress,200,150,200,20,40,5,3
Salinity Stress,201,151,201,20.1,41,4.9,3
Salinity Stress,202,152,202,20.2,42,4.8,3
Salinity Stress,203,153,203,20.3,43,4.7,3
Salinity Stress,204,154,204,20.4,44,4.6,3
Salinity Stress,205,155,205,20.5,45,4.5,3
Salinity Stress,206,156,206,20.6,46,5,3
Salinity Stress,207,157,207,20.7,47,4.9,3
Salinity Stress,208,158,208,20.8,48,4.8,3
Salinity Stress,209,159,209,20.9,49,4.7,3
Salinity Stress,210,160,210,21,50,4.6,3
Salinity Stress,211,161,211,21.1,40,4.5,3
Salinity Stress,212,162,212,21.2,41,5,3
Salinity Stress,213,163,213,21.3,42,4.9,3
Salinity Stress,214,164,214,21.4,43,4.8,3
Salinity Stress,215,165,215,21.5,44,4.7,3
Salinity Stress,216,166,216,21.6,45,4.6,3
Salinity Stress,217,167,217,21.7,46,4.5,3
Salinity Stress,218,168,218,21.8,47,5,3
Salinity Stress,219,169,219,21.9,48,4.9,3
Salinity Stress,220,170,220,22,49,4.8,3
Salinity Stress,221,171,221,22.1,50,4.7,3
Salinity Stress,222,172,222,22.2,40,4.6,3
Salinity Stress,223,173,223,22.3,41,4.5,3
Salinity Stress,224,174,224,22.4,42,5,3
Salinity Stress,225,175,225,22.5,43,4.9,3
Salinity Stress,226,176,226,22.6,44,4.8,3
Salinity Stress,227,177,227,22.7,45,4.7,3
Salinity Stress,228,178,228,22.8,46,4.6,3
Salinity Stress,229,179,229,22.9,47,4.5,3
Salinity Stress,230,180,230,23,48,5,3
Salinity Stress,231,181,231,23.1,49,4.9,3
Salinity Stress,232,182,232,23.2,50,4.8,3
Salinity Stress,233,183,233,23.3,40,4.7,3
Salinity Stress,234,184,234,23.4,41,4.6,3
Salinity Stress,235,185,235,23.5,42,4.5,3
Salinity Stress,236,186,236,23.6,43,5,3
Salinity Stress,237,187,237,23.7,44,4.9,3
Salinity Stress,238,188,238,23.8,45,4.8,3
Salinity Stress,239,189,239,23.9,46,4.7,3
Salinity Stress,240,190,240,24,47,4.6,3
Salinity Stress,241,191,241,24.1,48,4.5,3
Salinity Stress,242,192,242,24.2,49,5,3
Salinity Stress,243,193,243,24.3,50,4.9,3
Salinity Stress,244,194,244,24.4,40,4.8,3
Salinity Stress,245,195,245,24.5,41,4.7,3
Salinity Stress,246,196,246,24.6,42,4.6,3
Salinity Stress,247,197,247,24.7,43,4.5,3
Salinity Stress,248,198,248,24.8,44,5,3
Salinity Stress,249,199,249,24.9,45,4.9,3
Salinity Stress,250,200,250,25,46,4.8,3
Salinity Stress,200,150,200,25.1,47,4.7,3
Salinity Stress,201,151,201,25.2,48,4.6,3
Salinity Stress,202,152,202,25.3,49,4.5,3
Salinity Stress,203,153,203,25.4,50,5,3
Salinity Stress,204,154,204,25.5,40,4.9,3
Salinity Stress,205,155,205,25.6,41,4.8,3
Salinity Stress,206,156,206,25.7,42,4.7,3
Salinity Stress,207,157,207,25.8,43,4.6,3
Salinity Stress,208,158,208,25.9,44,4.5,3
Salinity Stress,209,159,209,26,45,5,3
Salinity Stress,210,160,210,26.1,46,4.9,3
Salinity Stress,211,161,211,26.2,47,4.8,3
Salinity Stress,212,162,212,26.3,48,4.7,3
Salinity Stress,213,163,213,26.4,49,4.6,3
Salinity Stress,214,164,214,26.5,50,4.5,3
Salinity Stress,215,165,215,26.6,40,5,3
Salinity Stress,216,166,216,26.7,41,4.9,3
Salinity Stress,217,167,217,26.8,42,4.8,3
Salinity Stress,218,168,218,26.9,43,4.7,3
Salinity Stress,219,169,219,27,44,4.6,3
Salinity Stress,220,170,220,27.1,45,4.5,3
Salinity Stress,221,171,221,27.2,46,5,3
Salinity Stress,222,172,222,27.3,47,4.9,3
Salinity Stress,223,173,223,27.4,48,4.8,3
Salinity Stress,224,174,224,27.5,49,4.7,3
Salinity Stress,225,175,225,27.6,50,4.6,3
Salinity Stress,226,176,226,27.7,40,4.5,3
Salinity Stress,227,177,227,27.8,41,5,3
Salinity Stress,228,178,228,27.9,42,4.9,3
Salinity Stress,229,179,229,28,43,4.8,3
Salinity Stress,230,180,230,28.1,44,4.7,3
Salinity Stress,231,181,231,28.2,45,4.6,3
Salinity Stress,232,182,232,28.3,46,4.5,3
Salinity Stress,233,183,233,28.4,47,5,3
Salinity Stress,234,184,234,28.5,48,4.9,3
Salinity Stress,235,185,235,28.6,49,4.8,3
Salinity Stress,236,186,236,28.7,50,4.7,3
Salinity Stress,237,187,237,28.8,40,4.6,3
